00064 00018 00000 00002 00000 00000 00000 00037 00000 01662 01905 00040 00000 00000 00040 00000 00026 00000 00081 00428 00000 00502 00000 00000 00356 00000 00298 00000 00085 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00092 00000 00000 00000 01263 00780 00000 00004 00001 00294 00001 00000 00000 00259 00537 00240 00014 00000 00000 00006 00000 00058 00027 00117 00000 00000 00000 00000 00000 00000 00000 00001 00003 01148 00045 00240 00088 00266 00002 00000 00000 00951 00980 00478 00351 00307 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00005 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00003 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 01991 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00013 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
00002 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00005 00000 00008 00000 00000 00043 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00010 00000 00000 00013 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 01026 00094 00000 00061 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00001 
00005 00000 00000 00000 00000 00000 00001 00000 00000 00001 00000 00000 00000 00000 00003 00000 00010 00000 00000 00000 00000 00000 00001 00000 00000 00000 00003 00000 00000 00000 00000 00000 00000 00178 00000 00000 00002 00000 00000 00000 00001 00000 00000 00017 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00021 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 13846 13550 05365 00091 00000 
00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00211 00083 00106 00000 00000 00079 00061 00208 00025 00236 00106 00000 00181 00220 00322 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00338 00571 00058 00105 00028 00000 00088 00337 00071 00176 00276 00298 00316 00167 00000 00000 00000 00000 00021 00076 00000 00236 00000 00000 00000 00000 00079 00201 00366 00294 00000 00000 00039 00025 00055 00159 00000 00000 00023 00001 00001 
00000 00000 00000 00000 00000 00024 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 01104 01062 01573 01593 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 
00000 00001 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00086 02331 00376 07869 00000 00000 09218 00000 00205 00000 00008 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00034 00000 00000 00071 00000 00000 00000 00000 00000 00000 00000 00000 00103 00035 00000 00000 00210 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 
00278 00052 00000 00045 00000 00002 00000 00121 00000 00477 00000 00013 00000 00004 00000 00000 00016 00000 00025 00340 00001 00120 00000 00000 00007 00000 00154 00000 00168 00001 00000 00000 00000 00029 00000 00387 00170 00000 00000 00028 00002 00457 00000 00003 00000 00092 00181 00000 00000 00000 00000 00000 00003 00000 00001 00049 00053 00006 00000 00000 00181 00026 00310 00113 00065 00000 00001 00000 00000 00000 00000 00000 00000 00000 00026 00000 00372 00000 00088 00001 00000 00000 01126 01059 00429 00649 00313 
00000 00000 00000 00000 00000 00000 00000 00000 00000 04130 00000 00000 00000 00015 00005 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00008 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00001 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00001 
00196 00000 00000 00000 00000 00000 00000 00000 00000 00107 00000 00000 00000 00000 00000 00000 00055 00003 00002 00001 00000 00049 00000 00000 00002 00000 00000 00000 00199 00000 00001 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00061 00000 00027 00004 00000 00001 00001 00001 00000 00000 00000 00000 00000 00000 00010 00000 00000 00000 00000 00350 00227 00533 00463 00000 00000 00002 00000 00301 00231 00000 00001 00243 00000 00000 00000 00098 00023 00000 00000 00000 00000 00000 00001 00000 00129 00000 
00228 02078 00610 02267 01934 02549 02101 00001 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00000 00000 00000 00039 00000 00000 00000 00000 00000 00000 00062 00000 00000 02257 02197 02761 02676 00000 00000 00000 00000 00000 00001 00047 00000 00049 00000 00000 00000 00000 00001 00000 00057 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00204 00002 00000 00000 00038 00000 02530 02246 02131 01591 00286 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00008 00000 00108 00000 
00021 00021 00000 00008 00000 00000 00000 00000 00000 00595 00666 00000 00000 00066 00036 00000 00000 00000 00044 00279 00123 00705 00000 00000 00879 00000 00045 00000 00006 00000 00003 00000 00000 00000 00001 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00414 00087 00061 00000 00000 00000 00000 00000 00000 00000 00031 00025 00000 00000 00030 00000 00000 00000 00001 00000 00000 00000 00000 00001 00001 00000 00000 00237 00000 00115 00000 00001 00064 00000 00030 00002 00000 00001 00005 00000 00000 00000 
00000 00003 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00012 00000 00015 00000 00000 00311 00000 00316 00000 00000 00000 00690 04691 00000 00000 00000 00000 00000 00000 00000 00002 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000 00007 00000 00000 00001 00000 00000 00000 00000 00000 00003 00000 00000 00000 00001 00000 00002 00000 00001 00000 00048 00000 00000 00000 00000 00000 00000 00000 00000 00000 00001 00000 00002 00012 00000 00000 00000 00000 00000 00001 00000 00001 
00048 00000 00000 00000 00000 00002 00002 00057 00000 04900 05042 00000 00000 00000 00000 00000 00026 00000 00000 00000 00000 00075 00000 00000 00000 00000 00021 00000 00000 00000 00000 00000 00000 00020 00000 00000 00000 00000 00000 00000 00000 00162 00000 00000 00000 02862 01324 00000 00004 00000 00173 00000 00000 00000 00000 00214 00000 00000 00000 00000 00003 00000 00000 00000 00005 00000 00000 00000 00858 00575 00000 00000 00570 00002 00425 00000 00695 00220 00000 00000 00000 00000 02454 02300 00845 00309 00000 
00121 00100 00000 00006 00000 00000 00000 00101 00001 00000 00000 00116 00096 00045 00100 00000 00069 00003 00277 00545 00200 00532 00000 00000 00542 00130 00502 00000 00131 00000 00027 00000 00000 00000 00000 00082 00073 00000 00000 00000 00000 00078 00034 00046 00000 00406 00469 00000 00000 00000 00001 00000 00000 00000 00155 00320 00293 00024 00000 00000 00153 00072 00136 00130 00264 00147 00000 00034 00000 00000 00000 00000 00033 00001 00727 00092 00104 00087 00282 00000 00000 00000 00298 00225 00245 00241 00329 
